src,edge_attr,dst
6,film.film.starring,449
742,basketball.basketball_player_stats.team,272
375,sports.defunct_sports_team.sport,29
275,education.educational_institution.colors,659
22,medicine.risk_factor.diseases,985
6,film.film.other_crew,593
441,people.person.gender,22
42,film.film.rating,608
986,film.performance.film,6
22,medicine.risk_factor.diseases,962
80,award.award_honor.award,79
312,sports.sports_award_type.winners,588
2,organization.organization_founder.organizations_founded,117
26,type.property.expected_type,322
34,freebase.type_profile.strict_included_types,194
417,book.written_work.subjects,101
987,baseball.baseball_team_stats.team,14
152,people.person.gender,156
647,sports.sports_league_participation.team,14
14,organization.organization.previous_names,988
931,freebase.valuenotation.has_no_value,105
989,award.hall_of_fame_induction.category,32
990,film.film_crew_gig.film,6
7,common.topic.webpage,991
32,sports.sports_position.players,891
7,common.topic.subject_of,621
42,film.film.other_crew,595
2,sports.pro_athlete.sports_played_professionally,992
89,people.profession.specialization_of,88
4,freebase.valuenotation.has_no_value,105
34,film.film_job.films_with_this_crew_job,738
6,film.film.other_crew,993
13,base.activism.activism_issue.activists,351
631,sports.sports_league_draft_pick.team,14
223,freebase.valuenotation.has_value,26
351,base.activism.activist.area_of_activism,198
140,people.person.nationality,69
312,award.award_category.winners,311
51,award.award_honor.award,936
481,people.cause_of_death.parent_cause_of_death,481
42,common.topic.webpage,994
14,organization.organization.previous_names,995
11,film.performance.film,158
139,sports.sports_league_draft_pick.team,14
7,common.topic.webpage,651
918,common.webpage.topic,7
272,sports.sports_team.roster,890
22,medicine.risk_factor.diseases,996
997,film.film_regional_release_date.film,6
278,freebase.valuenotation.is_reviewed,803
14,baseball.baseball_team.team_stats,943
276,location.administrative_division.country,69
998,film.film_crew_gig.film,6
379,common.webpage.in_index,56
2,film.actor.film,950
692,common.webpage.topic,7
7,common.topic.webpage,434
45,people.profession.specialization_of,181
31,type.type.properties,476
42,award.award_nominated_work.award_nominations,978
21,location.location.containedby,276
35,type.type.properties,96
2,tv.tv_actor.guest_roles,443
7,base.descriptive_names.names.descriptive_name,999
37,freebase.valuenotation.is_reviewed,26
22,base.gender.gender_identity.people,58
255,common.topic.notable_types,31
351,people.person.profession,141
736,common.webpage.in_index,56
42,film.film.other_crew,1000
45,freebase.type_profile.kind,958
698,sports.sports_championship_event.champion,14
574,freebase.valuenotation.is_reviewed,26
14,sports.professional_sports_team.draft_picks,1001
751,people.person.profession,34
821,common.topic.notable_types,35
1002,baseball.baseball_team_stats.team,14
1003,film.film_regional_release_date.film,6
7,fictional_universe.character_occupation.characters_with_this_occupation,1004
112,common.topic.notable_for,1005
719,film.film_crew_gig.film,6
39,film.film_casting_director.films_casting_directed,6
172,common.webpage.topic,42
311,award.award_honor.award_winner,2
124,sports.sports_facility.home_venue_for,123
21,location.location.containedby,69
14,baseball.baseball_team.team_stats,487
14,common.topic.notable_for,1006
32,sports.sports_position.players,814
390,media_common.media_genre.child_genres,597
22,biology.hybrid_parent_gender.hybrids,1007
6,common.topic.webpage,1008
669,common.webpage.topic,664
198,base.activism.activism_issue.activists,291
45,base.descriptive_names.names.descriptive_name,1009
1010,baseball.baseball_team_stats.team,14
290,base.gender.personal_gender_identity.gender_identity,22
188,medicine.disease.notable_people_with_this_condition,37
62,common.topic.subject_of,621
7,common.topic.webpage,145
164,people.person.children,383
580,award.award_honor.honored_for,42
223,people.person.gender,22
417,book.written_work.subjects,2
22,medicine.risk_factor.diseases,1011
130,common.webpage.in_index,56
361,sports.sport.positions,81
1012,base.gender.personal_gender_identity.gender_identity,22
101,people.person.nationality,69
42,film.film.genre,206
184,people.person.parents,164
42,media_common.netflix_title.netflix_genres,1013
6,film.film.other_crew,548
310,award.award_category.winners,415
182,location.location.containedby,809
71,film.film.genre,1014
6,film.film.release_date_s,567
1015,basketball.basketball_player_stats.player,2
6,film.film.starring,372
116,sports.sports_team_roster.position,32
526,common.topic.notable_types,35
6,common.topic.webpage,914
574,people.person.profession,34
1016,sports.sports_league_draft_pick.team,14
1017,film.performance.film,6
14,film.person_or_entity_appearing_in_film.films,619
423,film.personal_film_appearance.type_of_appearance,247
388,award.award_honor.award_winner,0
375,base.rivalries.rival.rivals,28
45,fictional_universe.character_occupation.characters_with_this_occupation,1018
71,media_common.netflix_title.netflix_genres,159
63,medicine.risk_factor.diseases,167
776,basketball.basketball_player_stats.team,272
32,award.hall_of_fame_induction_category.inductees,989
989,award.hall_of_fame_induction.hall_of_fame,828
7,fictional_universe.character_occupation.characters_with_this_occupation,1019
42,film.film.genre,1020
275,education.educational_institution.sports_teams,1021
45,freebase.type_hints.included_types,181
1022,baseball.baseball_team_stats.team,14
321,sports.sports_league.sport,29
42,award.award_nominated_work.award_nominations,454
982,measurement_unit.dated_money_value.source,1023
2,sports.sports_award_winner.awards,506
7,common.topic.webpage,892
602,film.film.starring,882
34,common.topic.subject_of,676
2,people.person.sibling_s,155
136,common.topic.notable_types,446
22,medicine.risk_factor.diseases,1024
1025,base.thoroughbredracing.thoroughbred_racehorse.sex,22
132,people.person.profession,34
330,award.award_category.winners,36
42,award.award_nominated_work.award_nominations,1026
2,tv.tv_actor.guest_roles,1027
42,award.award_nominated_work.award_nominations,1028
708,film.performance.actor,2
32,sports.sports_position.players,790
32,fictional_universe.character_occupation.characters_with_this_occupation,1029
6,film.film.release_date_s,997
405,people.person.profession,34
644,common.topic.notable_types,31
1030,film.film_crew_gig.film_crew_role,34
150,sports.sports_championship_event.champion,14
45,common.topic.article,927
34,freebase.type_profile.equivalent_topic,34
481,people.cause_of_death.includes_causes_of_death,316
2,film.actor.film,882
377,freebase.valuenotation.has_value,26
62,common.topic.subjects,227
880,common.webpage.topic,6
7,fictional_universe.character_occupation.characters_with_this_occupation,1031
7,common.topic.webpage,866
7,common.topic.webpage,692
2,people.person.religion,213
6,film.film.release_date_s,784
662,sports.sports_league_draft_pick.team,14
211,tv.tv_program.languages,137
7,common.topic.webpage,980
757,base.animalnames.animal_specific_name_relationship.gender,22
117,common.topic.notable_for,1032
202,freebase.valuenotation.has_no_value,105
6,film.film.starring,1033
940,common.webpage.topic,7
841,film.film_regional_release_date.film,6
272,sports.sports_team.colors,659
120,music.artist.track,92
327,sports.sports_award.season,394
132,freebase.valuenotation.is_reviewed,40
617,common.webpage.topic,7
34,film.film_job.films_with_this_crew_job,1034
53,medicine.disease.risk_factors,22
531,sports.sports_league_draft_pick.team,14
22,medicine.risk_factor.diseases,1035
992,sports.pro_sports_played.sport,361
80,award.award_honor.award_winner,2
351,freebase.valuenotation.is_reviewed,38
181,freebase.type_profile.equivalent_topic,181
22,medicine.risk_factor.diseases,1036
551,people.person.nationality,69
242,book.written_work.subjects,29
807,tv.tv_guest_role.character,1037
117,common.topic.notable_types,565
402,people.sibling_relationship.sibling,2
34,people.profession.specializations,1038
124,location.location.events,150
426,basketball.basketball_player_stats.player,2
641,common.webpage.topic,7
55,common.webpage.topic,6
24,common.topic.article,1039
14,baseball.baseball_team.team_stats,987
164,people.person.children,2
2,film.actor.film,222
523,film.film.personal_appearances,522
2,award.award_winner.awards_won,582
258,basketball.basketball_player_stats.team,272
6,film.film.genre,560
326,common.topic.image,1040
22,medicine.risk_factor.diseases,167
200,film.film.subjects,361
923,film.film_crew_gig.film_crew_role,34
22,base.animalnames.animal_gender.animal_names,889
349,sports.sports_league_season.awards,271
486,language.human_language.countries_spoken_in,69
526,people.person.sibling_s,536
587,common.topic.notable_types,260
7,common.topic.webpage,798
216,freebase.type_profile.equivalent_topic,7
1041,film.performance.film,42
1042,award.award_nomination.ceremony,67
22,base.gender.gender_identity.people,1043
960,film.performance.film,355
45,freebase.type_hints.included_types,35
526,people.person.parents,1044
200,film.film.language,137
34,common.topic.webpage,661
900,sports.sports_league_season.awards,510
2,book.author.works_written,112
42,film.film.starring,41
824,medicine.disease.risk_factors,22
2,base.activism.activist.area_of_activism,13
323,common.webpage.topic,7
14,sports.professional_sports_team.draft_picks,371
6,common.topic.webpage,163
24,sports.sports_position.sport,361
22,medicine.risk_factor.diseases,824
42,film.film.film_art_direction_by,1045
721,business.company_name_change.company,14
120,common.topic.notable_types,45
14,baseball.baseball_team.historical_managers,1046
6,film.film.starring,1047
2,tv.tv_actor.starring_roles,563
970,people.person.gender,22
834,sports.sports_league_draft_pick.team,14
64,tv.tv_guest_role.episodes_appeared_in,1048
581,freebase.type_profile.published,18
563,tv.regular_tv_appearance.series,296
575,people.person.profession,387
7,common.topic.webpage,873
73,freebase.valuenotation.has_value,40
6,film.film.starring,1049
61,freebase.valuenotation.is_reviewed,40
17,freebase.type_profile.strict_included_types,194
80,freebase.valuenotation.has_no_value,111
821,people.person.parents,164
1050,baseball.baseball_team_stats.team,14
3,base.ontologies.ontology_instance_mapping.ontology,178
200,common.topic.notable_types,31
574,base.activism.activist.area_of_activism,198
22,medicine.risk_factor.diseases,1051
467,people.profession.specialization_of,88
537,film.director.film,42
751,people.person.gender,22
184,people.person.gender,22
260,freebase.type_profile.published,18
2,basketball.basketball_player.player_statistics,782
34,common.topic.subject_of,621
42,film.film.language,137
1052,sports.sports_team_roster.position,32
42,film.film.genre,1053
22,base.skosbase.vocabulary_equivalent_topic.equivalent_concept,1054
756,base.animalnames.animal_specific_name_relationship.gender,22
591,award.award_honor.award_winner,2
1027,tv.tv_guest_role.actor,2
831,freebase.valuenotation.has_no_value,105
88,common.topic.notable_types,468
2,film.actor.film,541
459,award.award_honor.award_winner,2
335,film.film.personal_appearances,663
157,baseball.baseball_historical_managerial_position.team,14
960,film.performance.special_performance_type,247
344,type.type.properties,867
437,film.performance.film,1055
14,sports.sports_team.location,269
32,sports.sports_position.players,1056
1047,film.performance.film,6
520,rdf-schema#range,477
821,people.person.sibling_s,402
104,award.award_honor.award_winner,2
328,sports.sports_award_type.winners,510
754,sports.sports_team_roster.position,32
438,baseball.baseball_team_stats.team,14
201,film.personal_film_appearance.film,200
528,base.schemastaging.phone_sandbox.service_language,137
293,freebase.valuenotation.has_no_value,111
204,common.webpage.in_index,56
1057,measurement_unit.dated_money_value.currency,804
782,basketball.basketball_player_stats.team,272
272,sports.sports_team.sport,361
2,basketball.basketball_player.player_statistics,742
699,sports.sports_league_draft_pick.team,14
207,media_common.media_genre.parent_genre,206
1033,film.performance.film,6
2,award.award_winner.awards_won,309
0,award.award_winner.awards_won,819
945,business.employment_tenure.company,14
1058,film.performance.film,71
542,film.film.country,69
304,base.activism.activist.area_of_activism,13
37,freebase.valuenotation.is_reviewed,96
22,base.gender.gender_identity.people,1059
14,sports.professional_sports_team.draft_picks,1060
952,film.film_crew_gig.film_crew_role,34
522,film.personal_film_appearance.type_of_appearance,247
151,freebase.valuenotation.has_no_value,1061
42,film.film.genre,207
32,sports.sports_position.players,687
165,freebase.valuenotation.has_value,40
1062,basketball.basketball_player_stats.season,525
972,film.performance.film,6
456,baseball.baseball_league.divisions,321
42,common.topic.webpage,959
312,award.award_category.winners,570
22,medicine.risk_factor.diseases,481
7,common.topic.webpage,622
32,sports.sports_position.players,1052
22,medicine.risk_factor.diseases,1063
42,common.topic.webpage,412
379,common.webpage.topic,7
495,film.performance.actor,2
22,base.animalnames.animal_gender.animal_names,915
492,award.award_nomination.nominated_for,300
745,award.award_nomination.nominated_for,42
2,book.book_subject.works,417
2,award.award_winner.awards_won,301
353,common.topic.subject_of,62
732,tv.tv_program.country_of_origin,69
7,common.topic.webpage,1064
45,type.type.expected_by,45
13,base.activism.activism_issue.activists,970
907,location.mailing_address.country,69
43,film.film.language,137
832,award.award_nomination.award_nominee,140
45,fictional_universe.character_occupation.characters_with_this_occupation,1065
14,baseball.baseball_team.team_stats,1050
42,film.film.genre,597
14,sports.professional_sports_team.draft_picks,603
696,film.film_crew_gig.film,42
32,sports.sports_position.players,1066
246,baseball.baseball_team_stats.team,14
120,people.person.profession,45
351,freebase.valuenotation.is_reviewed,96
6,film.film.edited_by,1067
22,medicine.risk_factor.diseases,1068
181,freebase.type_profile.published,18
71,media_common.netflix_title.netflix_genres,1069
2,common.topic.webpage,114
34,base.descriptive_names.names.descriptive_name,1070
7,fictional_universe.character_occupation.characters_with_this_occupation,1071
1072,basketball.basketball_player_stats.player,2
14,sports.professional_sports_team.draft_picks,1073
92,music.recording.tracks,92
609,film.film_crew_gig.film,42
114,common.webpage.in_index,236
181,freebase.type_hints.included_types,194
17,type.type.properties,753
804,base.coinsdaily.coin_type.country,69
844,common.webpage.in_index,56
177,base.ontologies.ontology_instance_mapping.freebase_topic,14
45,type.type.properties,1074
994,common.webpage.topic,42
664,common.topic.notable_types,446
6,film.film.film_casting_director,1075
2,basketball.basketball_player.player_statistics,258
732,common.topic.notable_types,260
373,film.film_crew_gig.film,6
14,common.topic.image,469
0,organization.organization.leadership,463
558,film.film_crew_gig.film,42
1076,film.film_crew_gig.film,42
155,people.sibling_relationship.sibling,165
679,film.director.film,43
254,film.performance.film,6
0,organization.organization.headquarters,1077
140,people.person.profession,7
42,film.film.other_crew,1076
968,common.webpage.topic,42
788,film.performance.film,43
751,freebase.valuenotation.has_value,38
10,award.award_honor.award_winner,0
113,people.person.gender,156
457,medicine.disease.risk_factors,188
668,common.topic.notable_types,1078
1072,basketball.basketball_player_stats.season,1079
141,common.topic.notable_types,468
2,basketball.basketball_player.player_statistics,648
6,film.film.starring,1080
348,film.film_regional_release_date.film_release_region,69
14,baseball.baseball_team.league,456
6,film.film.release_date_s,1081
574,freebase.valuenotation.is_reviewed,40
695,tv.tv_guest_role.episodes_appeared_in,1082
22,medicine.risk_factor.diseases,1083
779,common.webpage.topic,7
265,people.person.nationality,69
640,freebase.valuenotation.has_no_value,105
71,film.film.language,137
6,film.film.other_crew,990
1051,medicine.disease.risk_factors,22
2,organization.organization_founder.organizations_founded,668
43,film.film.genre,504
1080,film.performance.film,6
6,award.award_nominated_work.award_nominations,722
1084,sports.sports_team_roster.position,32
2,tv.tv_actor.guest_roles,601
22,medicine.risk_factor.diseases,457
2,basketball.basketball_player.player_statistics,450
7,common.topic.webpage,447
83,common.topic.notable_for,1085
769,tv.tv_guest_role.actor,2
526,people.person.parents,2
101,book.author.works_written,112
91,medicine.disease.symptoms,865
6,common.topic.webpage,1086
1087,sports.sports_championship_event.champion,14
14,base.sportbase.sport_sport_club.club_coach,229
364,film.film_crew_gig.film,6
30,type.property.schema,31
1088,film.film_regional_release_date.film,6
6,film.film.other_crew,1089
328,award.award_category.winners,591
2,people.person.gender,22
310,sports.sports_award_type.winners,506
6,media_common.netflix_title.netflix_genres,1090
34,common.topic.subjects,676
44,base.gender.personal_gender_identity.gender_identity,22
32,sports.sports_position.players,313
679,people.person.gender,22
31,freebase.type_profile.published,18
42,common.topic.webpage,968
102,freebase.valuenotation.has_value,38
63,medicine.risk_factor.diseases,842
22,medicine.risk_factor.diseases,878
37,people.person.languages,137
289,freebase.valuenotation.has_no_value,105
377,freebase.valuenotation.has_value,40
198,base.activism.activism_issue.activists,1091
726,film.performance.film,6
561,people.person.gender,22
22,medicine.risk_factor.diseases,1092
182,travel.travel_destination.tourist_attractions,397
43,film.film.starring,1093
362,freebase.valuenotation.has_no_value,111
893,freebase.domain_profile.category,22
42,film.film.soundtrack,42
2,film.person_or_entity_appearing_in_film.films,655
6,film.film.other_crew,694
706,award.award_nomination.nominated_for,42
280,film.performance.film,42
49,film.film_regional_release_date.film,6
304,freebase.valuenotation.is_reviewed,38
7,fictional_universe.character_occupation.characters_with_this_occupation,1094
301,award.award_honor.ceremony,493
14,sports.sports_team.sport,29
42,common.topic.notable_types,260
198,base.activism.activism_issue.activists,1095
732,tv.tv_program.regular_cast,122
1025,biology.organism.sex,22
552,baseball.baseball_team_stats.team,14
1064,common.webpage.topic,7
7,common.topic.notable_types,468
350,sports.sports_award.season,349
913,award.award_honor.award_winner,14
301,award.award_honor.award,596
45,base.descriptive_names.names.descriptive_name,1096
250,film.performance.special_performance_type,247
679,people.person.profession,34
1026,award.award_nomination.nominated_for,42
623,common.image.appears_in_topic_gallery,444
104,award.award_honor.award,294
6,film.film.release_date_s,16
310,sports.sports_award_type.winners,271
45,base.descriptive_names.names.descriptive_name,1097
2,film.actor.film,1098
13,base.activism.activism_issue.activists,1099
542,film.film.starring,541
361,freebase.equivalent_topic.equivalent_domain,361
966,common.webpage.in_index,56
111,type.property.expected_type,260
144,music.artist.track,92
1100,fictional_universe.fictional_character.gender,22
22,medicine.risk_factor.diseases,1101
334,tv.tv_guest_role.episodes_appeared_in,723
250,film.performance.actor,2
42,film.film.produced_by,1102
347,common.topic.notable_types,35
1046,baseball.baseball_historical_managerial_position.team,14
1103,sports.sports_team_roster.position,32
551,people.person.profession,387
45,base.descriptive_names.names.descriptive_name,1104
409,common.topic.notable_types,205
2,award.award_winner.awards_won,248
330,common.topic.image,2
412,common.webpage.topic,42
145,common.webpage.topic,7
956,sports.sports_team_roster.position,32
6,film.film.other_crew,48
14,base.sportbase.sport_sport_club.player_role,1105
1061,rdf-schema#range,477
287,media_common.netflix_title.netflix_genres,1013
1008,common.webpage.in_index,56
1008,common.webpage.topic,6
14,baseball.baseball_team.team_stats,286
252,freebase.valuenotation.is_reviewed,40
1106,common.webpage.topic,6
326,common.topic.notable_types,1107
76,people.person.nationality,69
43,film.film.subjects,361
266,film.performance.film,6
568,common.webpage.in_index,56
252,people.person.nationality,69
38,type.property.expected_type,35
767,film.performance.film,42
1108,film.performance.film,6
32,sports.sports_position.players,827
14,baseball.baseball_team.team_stats,683
14,baseball.baseball_team.team_stats,274
467,fictional_universe.character_occupation.characters_with_this_occupation,1100
34,base.schemastaging.context_name.pronunciation,1109
32,sports.sports_position.players,354
805,rdf-schema#range,477
492,award.award_nomination.award_nominee,2
14,base.sportbase.sport_sport_club.involves_in,191
2,people.person.profession,181
929,common.webpage.topic,34
0,award.award_winner.awards_won,289
71,film.film.country,69
273,baseball.baseball_team_stats.team,14
218,people.person.sibling_s,84
42,film.film.starring,1110
28,base.rivalries.rivalry.rival,14
672,sports.sports_league_draft_pick.team,14
6,film.film.other_crew,1111
363,tv.tv_program.country_of_origin,69
393,sports.sports_league_draft_pick.team,14
22,base.animalnames.animal_gender.animal_names,1112
6,film.film.executive_produced_by,751
2,people.person.spouse_s,151
921,sports.sports_team_roster.position,32
623,common.image.size,1113
574,people.person.profession,141
906,sports.sports_team_roster.position,32
903,sports.sports_team_roster.position,32
505,sports.sports_team_roster.position,32
417,book.written_work.subjects,1021
7,common.topic.webpage,822
1114,film.film_regional_release_date.film,6
415,freebase.valuenotation.has_no_value,111
32,sports.sports_position.players,1115
198,base.activism.activism_issue.activists,61
304,people.person.profession,141
383,people.person.parents,164
32,sports.sports_position.players,919
417,book.book.genre,243
383,freebase.valuenotation.has_value,26
776,basketball.basketball_player_stats.season,1116
35,type.type.properties,26
6,film.film.starring,1017
68,base.activism.activist.area_of_activism,792
22,medicine.risk_factor.diseases,1117
0,organization.organization.founders,1118
220,people.deceased_person.place_of_death,269
616,baseball.baseball_team_stats.team,14
1119,sports.sports_team_roster.position,32
353,common.topic.subject_of,353
7,common.topic.webpage,307
2,freebase.valuenotation.is_reviewed,96
1086,common.webpage.topic,6
467,fictional_universe.character_occupation.characters_with_this_occupation,1120
793,base.animalnames.animal_specific_name_relationship.gender,156
640,freebase.valuenotation.has_no_value,111
196,film.film_regional_release_date.film,6
71,film.film.starring,1058
14,sports.sports_team.championships,1087
2,award.award_winner.awards_won,293
34,base.lightweight.profession.specialization_of,657
1073,sports.sports_league_draft_pick.team,14
809,location.administrative_division.second_level_division_of,69
89,people.profession.specializations,467
14,baseball.baseball_team.team_stats,879
107,people.marriage.spouse,129
62,common.topic.subject_of,353
335,film.film.language,137
101,people.person.profession,387
362,freebase.valuenotation.has_no_value,105
157,baseball.baseball_historical_managerial_position.manager,229
22,sports.sports_gender.sports_teams,1121
43,film.film.country,69
34,common.topic.article,1122
14,sports.professional_sports_team.draft_picks,1123
235,common.webpage.in_index,115
45,type.type.expected_by,585
842,medicine.disease.risk_factors,22
6,film.film.release_date_s,673
1124,sports.sports_team_roster.position,32
98,common.topic.notable_types,446
78,common.webpage.topic,42
355,film.film.language,137
654,film.performance.film,6
570,freebase.valuenotation.has_no_value,111
114,common.webpage.category,173
83,common.topic.notable_types,35
1027,tv.tv_guest_role.episodes_appeared_in,445
295,common.webpage.in_index,56
2,people.person.parents,129
7,fictional_universe.character_occupation.characters_with_this_occupation,1125
405,freebase.valuenotation.is_reviewed,26
517,film.performance.film,6
944,sports.sports_team_roster.position,32
328,sports.sports_award_type.winners,366
960,film.performance.actor,2
14,organization.organization.previous_names,539
164,people.person.children,534
551,music.artist.track,92
42,media_common.netflix_title.netflix_genres,1126
846,film.performance.film,6
2,basketball.basketball_player.player_statistics,1015
669,common.webpage.in_index,56
45,base.descriptive_names.names.descriptive_name,1127
92,music.recording.artist,561
47,common.webpage.topic,6
144,people.person.profession,32
188,medicine.risk_factor.diseases,878
648,basketball.basketball_player_stats.team,272
14,baseball.baseball_team.team_stats,682
2,base.familyguy.family_guy_reference.episodes,664
214,freebase.valuenotation.has_no_value,111
563,tv.regular_tv_appearance.actor,2
502,award.award_honor.award_winner,2
993,film.film_crew_gig.film,6
994,common.webpage.in_index,56
534,common.topic.notable_types,35
6,film.film.produced_by,1128
6,film.film.release_date_s,1129
766,common.webpage.topic,7
7,fictional_universe.character_occupation.characters_with_this_occupation,1130
141,common.topic.subject_of,421
303,people.sibling_relationship.sibling,534
362,award.award_honor.award,294
22,biology.hybrid_parent_gender.hybrids,427
882,film.performance.actor,2
85,common.webpage.in_index,56
255,film.film.country,69
7,freebase.equivalent_topic.equivalent_type,216
22,medicine.risk_factor.diseases,1131
361,film.film_subject.films,200
444,common.topic.notable_types,446
2,tv.tv_personality.tv_regular_appearances,282
32,sports.sports_position.players,1132
822,common.webpage.in_index,56
910,organization.leadership.organization,14
2,sports.sports_award_winner.awards,350
596,award.award_category.nominees,492
78,common.webpage.in_index,56
71,film.film.genre,390
898,baseball.baseball_team_stats.team,14
591,freebase.valuenotation.has_no_value,111
481,people.cause_of_death.includes_causes_of_death,267
267,medicine.disease.symptoms,1133
829,sports.sports_league_draft_pick.team,14
864,media_common.netflix_title.netflix_genres,361
526,people.person.gender,22
959,common.webpage.in_index,56
83,people.person.parents,2
327,sports.sports_award.team,272
42,film.film.estimated_budget,1057
298,people.sibling_relationship.sibling,2
644,media_common.netflix_title.netflix_genres,361
402,people.sibling_relationship.sibling,113
43,media_common.netflix_title.netflix_genres,1134
14,common.topic.notable_types,193
14,common.topic.webpage,480
189,freebase.valuenotation.has_value,1135
6,common.topic.webpage,880
6,film.film.release_date_s,1088
300,common.topic.notable_types,260
947,type.property.schema,205
980,common.webpage.topic,7
310,sports.sports_award_type.winners,461
83,people.person.gender,156
287,film.film.genre,206
928,business.company_name_change.company,14
40,type.property.schema,35
272,common.topic.notable_types,193
1136,award.award_nomination.nominated_for,6
319,common.webpage.in_index,56
270,film.performance.film,6
6,award.award_nominated_work.award_nominations,1137
14,sports.sports_team.league,645
164,people.person.gender,22
2,film.person_or_entity_appearing_in_film.films,1138
42,film.film.other_crew,343
218,common.topic.article,1139
2,tv.tv_actor.guest_roles,933
597,media_common.media_genre.parent_genre,207
129,people.person.children,383
433,basketball.basketball_player_stats.season,1140
309,freebase.valuenotation.has_no_value,111
383,common.topic.notable_types,35
14,baseball.baseball_team.team_stats,951
6,film.film.other_crew,998
1141,common.webpage.in_index,56
73,people.person.profession,7
1142,common.webpage.in_index,56
276,base.aareas.schema.administrative_area.capital,182
559,film.film_regional_release_date.film,6
737,tv.tv_guest_personal_appearance.episode,444
2,award.award_winner.awards_won,502
168,medicine.risk_factor.diseases,1092
698,time.event.locations,124
13,base.activism.activism_issue.activists,1143
144,people.person.profession,45
1144,common.webpage.in_index,56
24,common.topic.notable_for,1145
523,film.film.genre,1053
42,common.topic.webpage,632
129,people.person.children,534
103,type.property.reverse_property,867
14,baseball.baseball_team.team_stats,712
1146,base.gender.personal_gender_identity.gender_identity,22
2,sports.sports_team_owner.teams_owned,14
14,baseball.baseball_team.team_stats,279
241,film.film.starring,950
34,base.descriptive_names.names.descriptive_name,1147
2,tv.tv_actor.guest_roles,334
398,film.film_crew_gig.film_crew_role,34
61,people.person.nationality,69
34,common.topic.webpage,736
970,common.topic.notable_types,35
1100,fictional_universe.fictional_character.occupation,467
307,common.webpage.topic,7
95,freebase.valuenotation.is_reviewed,40
287,film.film.genre,390
68,base.activism.activist.area_of_activism,198
32,common.topic.notable_for,1148
227,common.topic.subject_of,34
526,people.person.nationality,69
362,award.award_honor.award_winner,2
34,base.descriptive_names.names.descriptive_name,1149
1141,common.webpage.topic,7
406,common.webpage.in_index,56
1086,common.webpage.in_index,56
63,people.ethnicity.geographic_distribution,69
32,sports.sports_position.players,488
995,business.company_name_change.company,14
37,people.person.gender,156
6,film.film.release_date_s,179
184,freebase.valuenotation.has_value,26
1077,common.topic.notable_types,344
718,award.hall_of_fame_induction.category,45
304,freebase.valuenotation.is_reviewed,26
101,common.topic.notable_types,45
375,base.rivalries.rival.rivals,374
347,freebase.valuenotation.is_reviewed,96
32,sports.sports_position.players,1124
43,film.film.starring,964
361,sports.sport.team_coaches,120
588,sports.sports_award.award,312
7,common.topic.article,1150
293,award.award_honor.award_winner,2
14,sports.professional_sports_team.draft_picks,981
2,symbols.name_source.namesakes,117
6,film.film.release_date_s,1151
34,base.descriptive_names.names.descriptive_name,1152
13,base.activism.activism_issue.activists,186
565,freebase.type_profile.strict_included_types,17
348,film.film_regional_release_date.film,42
538,common.webpage.topic,7
453,sports.sports_team_roster.position,32
42,award.award_nominated_work.award_nominations,1153
198,base.activism.activism_issue.activists,1154
1062,basketball.basketball_player_stats.team,272
39,freebase.valuenotation.has_value,38
1015,basketball.basketball_player_stats.season,349
467,fictional_universe.character_occupation.characters_with_this_occupation,1155
311,freebase.valuenotation.has_no_value,111
821,people.person.gender,22
84,people.sibling_relationship.sibling,218
693,people.sibling_relationship.sibling,377
26,rdf-schema#domain,35
495,film.performance.film,644
1156,sports.sports_league_draft_pick.team,14
1142,common.webpage.topic,7
805,type.property.expected_type,477
587,freebase.valuenotation.is_reviewed,476
717,film.film.genre,504
2,basketball.basketball_player.player_statistics,1157
1158,sports.sports_team_roster.position,32
2,music.artist.track,92
680,sports.sports_team_roster.position,32
6,freebase.valuenotation.is_reviewed,476
7,people.profession.specializations,1159
14,sports.professional_sports_team.draft_picks,1160
423,film.personal_film_appearance.person,2
549,film.film.personal_appearances,423
911,film.performance.film,43
1082,common.topic.notable_types,446
165,people.person.parents,164
693,people.sibling_relationship.sibling,2
42,film.film.starring,1041
182,location.location.containedby,276
467,base.descriptive_names.names.descriptive_name,1161
71,film.film.starring,941
51,award.award_honor.ceremony,50
459,freebase.valuenotation.has_no_value,105
2,award.award_nominee.award_nominations,357
22,medicine.risk_factor.diseases,53
966,common.webpage.topic,7
140,freebase.valuenotation.is_reviewed,40
181,base.lightweight.profession.specialization_of,592
2,basketball.basketball_player.position_s,326
2,sports.sports_award_winner.awards,148
589,sports.sports_league_season.awards,588
1144,common.webpage.topic,34
297,people.person.nationality,69
383,people.person.parents,129
221,common.topic.notable_types,31
759,film.personal_film_appearance.person,2
271,sports.sports_award.season,349
269,location.location.containedby,69
6,common.topic.webpage,1106
14,baseball.baseball_team.team_stats,744
229,baseball.baseball_manager.former_teams_managed,157
315,common.webpage.topic,14
1162,film.film_regional_release_date.film,6
1137,award.award_nomination.nominated_for,6
1163,common.webpage.topic,7
277,common.webpage.topic,6
821,freebase.valuenotation.has_value,103
523,film.film.language,137
456,sports.sports_league.teams,645
32,sports.sports_position.players,838
198,base.activism.activism_issue.activists,1164
42,media_common.netflix_title.netflix_genres,159
6,film.film.starring,386
668,symbols.namesake.named_after,2
22,medicine.risk_factor.diseases,785
140,people.person.languages,137
